задумывались: 1
причину: 1
случай: 1
чувствовать: 1
солнышка: 1
карточку: 1
меховую: 1
Мразь: 1
празднует: 1
Исчезновение: 1
печаль: 1
празднуем: 1
могло: 1
бухло: 1
маминой: 1
утром: 1
подумают: 1
Легкодух: 1
трахайся: 1
Вытираю: 1
НА: 1
квартире: 1
ранимая: 1
девушка: 1
бывших: 1
Но: 1
говорили: 1
разу: 1
пытаюсь: 1
раза: 1
можешь: 1
Палишь: 1
Ну: 1
шлюха: 1
контекстная: 1
тупо: 1
бывшие: 1
остроумные: 1
Вспомнила: 1
126₽: 1
видеть: 1
Ладно: 1
are: 1
помогло: 1
признать: 1
будет: 1
уходите: 1
принцип: 1
ебаться: 1
уходить: 1
диванчика: 1
Встретимся: 1
Посоветовали: 1
любят: 1
долбаные: 1
Неважно: 1
пола: 1
Сейчас: 1
наебениться: 1
печень: 1
Стоит: 1
периодически: 1
//t.co/JVbH719eZU: 1
дня: 1
Успокойтесь: 1
букет: 1
стелят: 1
вышедшие: 1
пожрать: 1
Кто: 1
Какая: 1
тема: 1
живут: 1
аватарки: 1
эпилируй: 1
9: 1
кораблях: 1
подкатывали: 1
говорят: 1
Посралась: 1
Всё: 1
//t.co/L9XvWNvp9w: 1
Часовая: 1
улажу: 1
Бля: 1
//t.co/zAL7xO3sSY: 1
подраться: 1
сделать: 1
рождена: 1
пальцем: 1
безлимитно-кредитное: 1
другими: 1
срано: 1
волнуют: 1
зассал: 1
работать: 1
вина: 1
Вау: 1
сходите: 1
отдохнуть: 1
понять: 1
выгляжу: 1
спортивный: 1
Хуй: 1
вопрос: 1
сидите: 1
всю: 1
потрахаешься: 1
пожалуйста: 1
выиграла: 1
остальное: 1
другу: 1
фетиш: 1
нить: 1
пойти: 1
сделал: 1
Еле: 1
Милый: 1
открываются: 1
Глубокие: 1
экзамены: 1
адекватным: 1
половину: 1
сиськи: 1
хотели: 1
выручку: 1
сосёте: 1
ребёнок: 1
ведьмой: 1
//t.co/G5GFtUKU7D: 1
хуй: 1
правильно: 1
решают: 1
давайте: 1
boeing_is_back: 1
секс: 1
жилетку: 1
до: 1
легенда: 1
другой: 1
работы: 1
серый: 1
сикрет: 1
//t.co/SPj3JTZwLX: 1
работа: 1
//t.co/CntrFNKClZ: 1
видел: 1
показать: 1
новые: 1
WhiteHouseCards: 1
комнате: 1
новый: 1
zenitharena: 1
пить: 1
хватит: 1
априори: 1
немного: 1
стала: 1
Очень: 1
Кадзуо: 1
хотя: 1
невыразимую: 1
Бесит: 1
засунь: 1
вирусы: 1
симпатичным: 1
отвяньте: 1
Фаина: 1
твоим: 1
красив…: 1
девушки: 1
Отряд: 1
Эй: 1
упущенного: 1
хомячок: 1
чувствительная: 1
держу: 1
получается: 1
открыть: 1
холод: 1
замечать: 1
сном: 1
стервой: 1
баба: 1
потратить: 1
бабу: 1
сука: 1
воспринимать: 1
наконец-то: 1
дарил: 1
следующий: 1
сфоткать: 1
меняются: 1
//t.co/EcbUDKHJZx: 1
Анастэйша: 1
выщипывай: 1
превращается: 1
чувственный: 1
считают: 1
нибудь: 1
понятно: 1
22.11.2007: 1
чьей-то: 1
Обожаю: 1
самую: 1
кружевном: 1
Типичные: 1
сколько: 1
постоянно: 1
останется: 1
отношениях: 1
следую: 1
сердечки: 1
сердечко: 1
//t.co/tau8mLyomO: 1
tam: 1
пожаловаться: 1
провести: 1
залёту: 1
ленивые: 1
настойчивых: 1
//t.co/mlXxVCrGLL: 1
перестать: 1
мужскую: 1
папин: 1
место: 1
удобный: 1
предадут: 1
заливать: 1
алкоголь: 1
Металлический: 1
зато: 1
магазине: 1
Трахаться: 1
маленький: 1
прошепчи: 1
выйду: 1
2012: 1
отцепитесь: 1
выйди: 1
бывшего: 1
плиз: 1
губам: 1
посмотри: 1
здоровый: 1
кофе: 1
ударь: 1
собой: 1
долго: 1
аля: 1
Зачем: 1
какие-то: 1
проблем: 1
голая: 1
От: 1
набухался: 1
терпеть: 1
цель: 1
мамочке: 1
Жизнь: 1
кошелек: 1
моих: 1
механизм: 1
пятнадцать: 1
независимых: 1
заметить: 1
мешок: 1
глубине: 1
иди: 1
ищете: 1
Исаакиевского: 1
кого: 1
//t.co/4xQnWNC2s0: 1
☑️: 1
мешал: 1
пизду: 1
РПЦ: 1
оставьте: 1
ногтей: 1
начинаются: 1
отношения: 1
достраивают: 1
влюбиться: 1
получалось: 1
заболевания: 1
пизда: 1
тонкая: 1
крови: 1
дольше: 1
сможете: 1
Постоянно: 1
Наспала: 1
Совет: 1
идеями: 1
ежеминутно: 1
него: 1
Можешь: 1
натуры: 1
мылом: 1
делах: 1
подарил-то: 1
пьяных: 1
сексом: 1
места: 1
лица: 1
воротишь: 1
лице: 1
лицо: 1
отстаньте: 1
знают: 1
слышит: 1
Девушку: 1
быстро: 1
большим: 1
наливать: 1
позволяй: 1
налогами: 1
менять: 1
инвалидность: 1
посмотрю: 1
даром: 1
чемодан: 1
Девушки: 1
пробки: 1
везде: 1
проблему: 1
Удивительно: 1
Хороший: 1
замужем: 1
Есть: 1
Ради: 1
бас: 1
мужику: 1
наваливать: 1
живу: 1
Коротко: 1
временно: 1
Овен: 1
//t.co/9hX6bEfpcF: 1
Раневская: 1
олигархам: 1
девушками: 1
//t.co/C3EG5BNPiJ: 1
неё: 1
ПРОСТО: 1
тупые: 1
Мужчина: 1
убежать: 1
Шизофрения: 1
успешной: 1
чашкой: 1
отчальте: 1
том: 1
По-настоящему: 1
любимым: 1
любимые: 1
неа: 1
объяснить: 1
ней: 1
ТУПЫЕ: 1
Чёрт: 1
ссут: 1
ваши: 1
порядке: 1
отвяжитесь: 1
твое: 1
твой: 1
ваше: 1
копы: 1
умеет: 1
хуже: 1
свой: 1
свои: 1
успокаивают: 1
торопитесь: 1
своё: 1
помните: 1
дебильно: 1
твоё: 1
осуждением: 1
бутылку: 1
относиться: 1
тепле: 1
потрогать: 1
её: 1
глазах: 1
как-то: 1
снять: 1
целый: 1
плотном: 1
Тебе: 1
Глупый: 1
грамотны: 1
душу: 1
разбивать: 1
член: 1
людям: 1
секундной: 1
душе: 1
Назовите: 1
виднеется: 1
ее: 1
Хотела: 1
Прикиньте: 1
ленте: 1
букетам: 1
жесткой: 1
ревнуют: 1
предугадать: 1
электронного: 1
показывает: 1
приставал: 1
безжалостной: 1
лучший: 1
секунд: 1
пропасть: 1
вырвать: 1
услышать: 1
костюм: 1
Забудем: 1
постою: 1
сформировалось: 1
дочка: 1
психические: 1
крыши: 1
остановить: 1
улыбочкой: 1
достоин: 1
ВКонтакте: 1
знаете: 1
февраль: 1
моём: 1
прощаться: 1
Попробуйте: 1
телка: 1
угги: 1
занимаюсь: 1
белье: 1
сих: 1
ебется: 1
//t.co/QfcnAtJ3rl: 1
ужасный: 1
увлажняй: 1
бельё: 1
феврале: 1
пушапов: 1
заняться: 1
никого: 1
неба: 2
вещи: 2
Всем: 2
мама: 2
кем: 2
пора: 2
помочь: 2
давно: 2
рот: 2
ужасно: 2
любовь: 2
Меня: 2
раз: 2
будто: 2
чем: 2
поняла: 2
Доброе: 2
сердце: 2
мы: 2
трусы: 2
год: 2
Сижу: 2
Мужики: 2
прыгают: 2
куда: 2
Так: 2
твоей: 2
холодно: 2
блять: 2
Либо: 2
утречко: 2
холодненького: 2
сесть: 2
надо: 2
мужик: 2
некоторые: 2
язык: 2
столько: 2
дарить: 2
1: 2
концов: 2
потом: 2
этого: 2
любить: 2
ума: 2
красивые: 2
мужчины: 2
жопе: 2
Нет: 2
Это: 2
тяжело: 2
понимаешь: 2
кажется: 2
Хорошо: 2
кому-то: 2
нихуя: 2
моем: 2
со: 2
моей: 2
встречаешься: 2
давай: 2
Видимо: 2
подарок: 2
этой: 2
отвалите: 2
позвонить: 2
смотреть: 2
много: 2
никому: 2
плохо: 2
лет: 2
тут: 2
взять: 2
внимание: 2
весь: 2
пздц: 2
Из: 2
Мой: 2
Валентин: 2
свою: 2
знаю: 2
вискарика: 2
через: 2
Не: 2
говорила: 2
где: 2
Нельзя: 2
бывший: 2
характер: 2
или: 2
Все: 2
хочешь: 2
знаешь: 2
чувствуешь: 2
могут: 2
нахер: 2
дарят: 2
ей: 2
вино: 2
лето: 2
любви: 2
перед: 2
жизнь: 2
который: 2
Что: 2
Главное: 2
сильно: 2
настолько: 2
начинают: 2
ко: 2
своего: 2
Пздц: 2
хоть: 2
друг: 2
удовольствием: 2
Люблю: 2
некоторым: 2
Скорпион: 2
конце: 2
девочки: 2
Ой: 2
для: 2
пошел: 2
чтоб: 2
без: 2
(: 2
цветов: 2
вернуться: 2
мужики: 2
Козерог: 2
ему: 2
знает: 2
происходит: 2
любимого: 2
рядом: 2
под: 3
Водолей: 3
Лев: 3
была: 3
Вы: 3
хорошего: 3
найти: 3
цветы: 3
Привет: 3
сидеть: 3
вам: 3
Рыбы: 3
Дева: 3
Телец: 3
день: 3
могу: 3
из: 3
их: 3
2: 3
других: 3
ну: 3
они: 3
одна: 3
ровно: 3
потому: 3
которых: 3
ещё: 3
делать: 3
мир: 3
Мне: 3
Рак: 3
там: 3
мужиком: 3
вечер: 3
любишь: 3
кого-то: 3
Иногда: 3
Самые: 3
сегодня: 3
предложение: 3
очень: 3
Команда: 3
лучше: 3
говно: 3
что-то: 3
слова: 3
сейчас: 3
Сегодня: 3
сразу: 3
нужно: 3
Они: 3
мужика: 3
): 3
ли: 3
Да: 3
выходить: 3
можно: 3
людей: 4
конечно: 4
деньги: 4
своей: 4
этот: 4
Близнецы: 4
Вот: 4
хорошо: 4
да: 4
жизни: 4
бабы: 4
В: 4
почему: 4
Весы: 4
–: 4
каждый: 4
Стрелец: 4
было: 5
замуж: 5
Хочется: 5
его: 5
себе: 5
тоже: 5
Если: 5
эти: 5
по: 5
нет: 5
хочется: 5
жить: 5
уже: 6
если: 6
есть: 6
может: 6
люди: 6
Когда: 6
вот: 6
ничего: 6
Хочу: 6
он: 6
бы: 6
Ты: 6
Как: 6
которые: 6
о: 6
же: 6
февраля: 6
И: 7
у: 7
14: 7
только: 7
всё: 7
alihundred: 7
кто: 7
даже: 7
за: 8
тебя: 8
вообще: 8
то: 8
так: 8
от: 8
просто: 8
А: 8
хочу: 9
тебе: 9
к: 10
мне: 11
но: 11
!: 12
вы: 12
Я: 13
'': 13
чтобы: 13
когда: 13
все: 13
—: 13
это: 14
быть: 14
RT: 15
меня: 15
@: 16
``: 17
как: 17
а: 20
ты: 22
я: 26
-: 32
с: 34
что: 34
на: 38
?: 41
https: 46
в: 49
и: 58
не: 67
:: 91
.: 202
,: 251
